name	category	lang	homepage	desc_cn	desc_en	binlist	rule
gcloud	cloud-public	go	https://cloud.google.com/	Google Cloud 命令行工具，用于管理 Google Cloud 上托管的资源和应用	Google Cloud command-line tools to manage resources and apps hosted on Google Cloud	gcloud	{"/x":{"cmd":"x pkg use gcloud","reference":"https://x-cmd.com/install/"},"/asdf":{"cmd":"x asdf use gcloud","reference":"https://github.com/jthegedus/asdf-gcloud"},"darwin/brew":{"cmd":"brew install --cask google-cloud-sdk","reference":"https://formulae.brew.sh/cask/google-cloud-sdk#default"},"ubuntu/snap":{"cmd":"sudo snap install google-cloud-cli --classic","reference":"https://cloud.google.com/sdk/docs/downloads-snap"},"win/powershell":{"cmd":"x pwsh (New-Object Net.WebClient).DownloadFile(\"https://dl.google.com/dl/cloudsdk/channels/rapid/GoogleCloudSDKInstaller.exe\", \"$env:Temp\\GoogleCloudSDKInstaller.exe\")\n& $env:Temp\\GoogleCloudSDKInstaller.exe\n","reference":"https://cloud.google.com/sdk/docs/install#windows"}}
drive	cloud-public	go	https://github.com/odeke-em/drive	用于命令行的 Google Drive 客户端	Google Drive client for command line	drive	{"/x":{"cmd":"x pkg use drive","reference":"https://x-cmd.com/install/"},"fedora/dnf":{"cmd":"sudo dnf copr enable vaughan/drive-google \\\n&& sudo dnf install drive-google\n","reference":"https://github.com/odeke-em/drive/blob/master/platform_packages.md#fedora-distro","dsnap":"drive-google"},"arch/yay":{"cmd":"yay -S drive-bin","reference":"https://github.com/odeke-em/drive/blob/master/platform_packages.md#arch-linux-or-arch-based-distros"}}
azure-cli	cloud-public	Python	https://github.com/Azure/azure-cli	Azure 命令行接口，可连接到 Azure 并对 Azure 资源执行管理命令	The Azure Command-Line Interface to connect to Azure and execute administrative commands on Azure resources	azure-cli	{"/x":{"cmd":"x pkg use azure-cli","reference":"https://x-cmd.com/install/"},"/asdf":{"cmd":"x asdf use azure-cli","reference":"https://github.com/EcoMind/asdf-azure-cli"},"darwin/brew":{"cmd":"brew install azure-cli","reference":"https://learn.microsoft.com/en-us/cli/azure/install-azure-cli-macos"},"/curl":{"cmd":"curl -sL https://aka.ms/InstallAzureCLIDeb | sudo bash","reference":"https://learn.microsoft.com/en-us/cli/azure/install-azure-cli-linux?pivots=apt#option-1-install-with-one-command"},"/pip":{"cmd":"pip install azure-cli","reference":"https://pypi.org/project/azure-cli/","dsnap":"azure-cli"}}
aws-cdk	cloud-public	typescript	https://aws.amazon.com/cn/cdk/	AWS 云开发工具包是一个用于在代码中定义云基础设施的框架	The AWS Cloud Development Kit is a framework for defining cloud infrastructure in code	aws-cdk	{"/npm":{"cmd":"npm i -g aws-cdk","reference":"https://github.com/aws/aws-cdk?tab=readme-ov-file#at-a-glance","dsnap":"aws-cdk"},"arch/yay":{"cmd":"yay -S aws-cdk","reference":"https://aur.archlinux.org/packages/aws-cdk"},"darwin/brew":{"cmd":"brew install aws-cdk","reference":"https://formulae.brew.sh/formula/aws-cdk#default"},"/pip":{"cmd":"pip install aws-cdk-lib","reference":"https://pypi.org/project/aws-cdk-lib/","dsnap":"aws-cdk-lib"}}
heroku	cloud-public	javascript	https://github.com/heroku/cli	Heroku CLI 用于从命令行管理 Heroku 应用程序	Heroku CLI for managing Heroku applications from the command line	heroku	{"/x":{"cmd":"x pkg use heroku","reference":"https://x-cmd.com/install/"},"/curl":{"cmd":"curl https://cli-assets.heroku.com/install.sh | sh","reference":"https://github.com/heroku/cli"},"darwin/brew":{"cmd":"brew tap heroku/brew && brew install heroku","reference":"https://github.com/heroku/cli"},"win/choco":{"cmd":"choco install heroku-cli","reference":"https://github.com/heroku/cli"}}
oci-cli	cloud-public	python	https://github.com/oracle/oci-cli	Oracle 云基础设施的命令行界面	Command Line Interface for Oracle Cloud Infrastructure	oci-cli	{"/x":{"cmd":"x pkg use oci-cli","reference":"https://x-cmd.com/install/"},"/pip3":{"cmd":"pip install oci-cli","reference":"https://pypi.org/project/oci-cli"},"arch/yay":{"cmd":"yay -S oci-cli","reference":"https://aur.archlinux.org/packages/oci-cli"},"darwin/brew":{"cmd":"brew install oci-cli","reference":"https://github.com/oracle/oci-cli#mac-os-x"},"linux/curl":{"cmd":"bash -c \"$(curl -L https://raw.githubusercontent.com/oracle/oci-cli/master/scripts/install/install.sh)\"","reference":"https://github.com/oracle/oci-cli#linux"},"fedora/dnf":{"cmd":"sudo dnf install oci-cli","reference":"https://github.com/oracle/oci-cli#fedora-linux","dsnap":"oci-cli"},"oracle/yum":{"cmd":"sudo yum install python36-oci-cli","reference":"https://github.com/oracle/oci-cli#oracle-linux-7"},"win/powershell":{"cmd":"x pwsh powershell -NoProfile -ExecutionPolicy Bypass -Command \"iex ((New-Object System.Net.WebClient).DownloadString('https://raw.githubusercontent.com/oracle/oci-cli/master/scripts/install/install.ps1'))\"","reference":"https://github.com/oracle/oci-cli#windows"}}
jdcloud_cli	cloud-public	python	https://github.com/jdcloud-api/jdcloud-cli	京东云 CLI	jdcloud CLI	jdcloud_cli	{"/x":{"cmd":"x pkg use jdcloud_cli","reference":"https://x-cmd.com/install/"},"linux/pip":{"cmd":"pip install -U jdcloud_cli","reference":"https://github.com/jdcloud-api/jdcloud-cli#linux--mac"},"darwin/pip":{"cmd":"pip install -U jdcloud_cli","reference":"https://github.com/jdcloud-api/jdcloud-cli#linux--mac"},"(win|wsl2)/curl":{"cmd":"curl https://raw.githubusercontent.com/jdcloud-api/jdcloud-cli/master/jdcloud_cli/resources/jdc.rc > ~/jdc.rc \\\n&& echo 'source ~/jdc.rc' >> ~/.bashrc \\\n&& echo 'export PYTHONIOENCODING=\"UTF-8\"' >> ~/.bashrc \\\n&& source ~/.bashrc\n","reference":"https://github.com/jdcloud-api/jdcloud-cli#windows"}}
wrangler	cloud-public	typescript	https://github.com/cloudflare/workers-sdk	Cloudflare Workers 的 CLI	the CLI for Cloudflare Workers	wrangler	{"/x":{"cmd":"x pkg use wrangler","reference":"https://x-cmd.com/install/"},"/npm":{"cmd":"npm install -g wrangler","reference":"https://github.com/cloudflare/workers-sdk?tab=readme-ov-file#quick-start","dsnap":"wrangler"}}
firebase-tools	cloud-public	node	https://github.com/firebase/firebase-tools	Firebase 命令行界面 (CLI) 工具可用于从命令行测试、管理和部署 Firebase 项目	The Firebase Command Line Interface (CLI) Tools can be used to test, manage, and deploy your Firebase project from the command line	firebase-tools	{"/x":{"cmd":"x pkg use firebase-tools","reference":"https://x-cmd.com/install/"},"/npm":{"cmd":"npm install -g firebase-tools","reference":"https://github.com/firebase/firebase-tools?tab=readme-ov-file#node-package","dsnap":"firebase-tools"},"arch/yay":{"cmd":"yay -S firebase-tools","reference":"https://aur.archlinux.org/packages/firebase-tools"},"/curl":{"cmd":"curl -sL firebase.tools | bash","reference":"https://github.com/firebase/firebase-tools?tab=readme-ov-file#standalone-binary"}}
fanyi	natural-language	JavaScript	https://github.com/afc163/fanyi	中英文翻译工具，由 youDao/iciba/ChatGPT 提供支持	Chinese-English translation tool, powered by youDao/iciba/ChatGPT	fanyi	{"/x":{"cmd":"x pkg use fanyi","reference":"https://x-cmd.com/install/"},"/npm":{"cmd":"npm install fanyi -g","reference":"https://github.com/afc163/fanyi?tab=readme-ov-file#install","dsnap":"fanyi"},"arch/yay":{"cmd":"yay -S nodejs-fanyi","reference":"https://aur.archlinux.org/packages/nodejs-fanyi"},"linux/npm":{"cmd":"sudo apt-get install festival festvox-kallpc16k && npm install fanyi -g","reference":"https://github.com/afc163/fanyi?tab=readme-ov-file#error-spawn-festival-enoent"}}
nltk	natural-language	python	https://www.nltk.org/	NLTK（自然语言工具包）是一套开源 Python 模块、数据集和教程，支持自然语言处理的研究和开发。	NLTK -- the Natural Language Toolkit -- is a suite of open source Python modules, data sets, and tutorials supporting research and development in Natural Language Processing.	nltk	{"/pip":{"cmd":"pip install --user -U nltk","reference":"https://www.nltk.org/install.html#mac-unix","dsnap":"nltk"}}
franc-cli	natural-language	JavaScript	https://github.com/wooorm/franc/tree/main	用于检测文本自然语言的 CLI	CLI to detect the language of text	franc-cli	{"/x":{"cmd":"x pkg use franc-cli","reference":"https://x-cmd.com/install/"},"/npm":{"cmd":"npm install franc-cli --global","reference":"https://github.com/wooorm/franc/tree/main?tab=readme-ov-file#cli","dsnap":"franc-cli"}}
pypinyin	natural-language	python	https://github.com/mozillazg/python-pinyin	将汉字转为拼音。可以用于汉字注音、排序、检索	Convert Chinese characters to Pinyin. Can be used for Chinese character phonetic notation, sorting, and retrieval	pypinyin	{"/x":{"cmd":"x pkg use pypinyin","reference":"https://x-cmd.com/install/"},"/pip":{"cmd":"pip install pypinyin","reference":"https://pypinyin.readthedocs.io/zh-cn/master/installation.html","dsnap":"pypinyin"},"/easy_install":{"cmd":"easy_install pypinyin","reference":"https://pypinyin.readthedocs.io/zh-cn/master/installation.html"}}
deepl	natural-language	Python	https://github.com/deeplcom/deepl-python	用于 DeepL 语言翻译 API 的官方 Python 库	Official Python library for the DeepL language translation API	deepl	{"/x":{"cmd":"x pkg use deepl","reference":"https://x-cmd.com/install/"},"/pip":{"cmd":"pip install --upgrade deepl","reference":"https://github.com/deeplcom/deepl-python?tab=readme-ov-file#installation","dsnap":"deepl"}}
jieba	natural-language	python	https://github.com/fxsjy/jieba	结巴中文分词 做最好的 Python 中文分词组件	Jieba Chinese word segmentation, built to be the best Python Chinese word segmentation component	jieba	{"/x":{"cmd":"x pkg use jieba","reference":"https://x-cmd.com/install/"},"/pip":{"cmd":"pip install jieba","reference":"https://github.com/fxsjy/jieba#%E5%AE%89%E8%A3%85%E8%AF%B4%E6%98%8E","dsnap":"jieba"},"arch/yay":{"cmd":"yay -S python-jieba3","reference":"https://aur.archlinux.org/packages/python-jieba3"},"/pip3":{"cmd":"pip3 install jieba","reference":"https://github.com/fxsjy/jieba#%E5%AE%89%E8%A3%85%E8%AF%B4%E6%98%8E"},"/easy_install":{"cmd":"easy_install jieba","reference":"https://github.com/fxsjy/jieba#%E5%AE%89%E8%A3%85%E8%AF%B4%E6%98%8E"}}
gitea	scm-git-service	go	https://about.gitea.com/	无痛自托管一体化软件开发服务，包括 Git 托管、代码审查、团队协作、包注册和 CI/CD	Painless self-hosted all-in-one software development service, including Git hosting, code review, team collaboration, package registry and CI/CD	gitea	{"/x":{"cmd":"x pkg use gitea","reference":"https://x-cmd.com/install/"},"darwin/brew":{"cmd":"brew install gitea","reference":"https://formulae.brew.sh/formula/gitea#default"},"alpine/apk":{"cmd":"sudo apk add gitea","reference":"https://command-not-found.com/gitea","dsnap":"gitea"},"arch/pacman":{"cmd":"sudo pacman -S gitea","reference":"https://command-not-found.com/gitea"}}
soft-serve	scm-git-service	go	https://github.com/charmbracelet/soft-serve	soft-serve 是一个用于命令行的自托管 Git 服务器	soft-serve is a self-hostable Git server for the command-line	soft-serve	{"/x":{"cmd":"x pkg use soft-serve","reference":"https://x-cmd.com/install/"},"/asdf":{"cmd":"x asdf use soft-serve","reference":"https://github.com/chessmango/asdf-soft-serve"},"darwin/brew":{"cmd":"brew tap charmbracelet/tap && brew install charmbracelet/tap/soft-serve","reference":"https://github.com/charmbracelet/soft-serve#installation"},"darwin/port":{"cmd":"sudo port selfupdate && sudo port install lazygit","reference":"https://github.com/jesseduffield/lazygit#macports"},"debian/curl":{"cmd":"sudo mkdir -p /etc/apt/keyrings \\\n&& curl -fsSL https://repo.charm.sh/apt/gpg.key | sudo gpg --dearmor -o /etc/apt/keyrings/charm.gpg \\\n&& echo \"deb [signed-by=/etc/apt/keyrings/charm.gpg] https://repo.charm.sh/apt/ * *\" | sudo tee /etc/apt/sources.list.d/charm.list \\\n&& sudo apt update && sudo apt install soft-serve\n","reference":"https://github.com/charmbracelet/soft-serve#installation"},"ubuntu/curl":{"cmd":"sudo mkdir -p /etc/apt/keyrings \\\n&& curl -fsSL https://repo.charm.sh/apt/gpg.key | sudo gpg --dearmor -o /etc/apt/keyrings/charm.gpg \\\n&& echo \"deb [signed-by=/etc/apt/keyrings/charm.gpg] https://repo.charm.sh/apt/ * *\" | sudo tee /etc/apt/sources.list.d/charm.list \\\n&& sudo apt update && sudo apt install soft-serve\n","reference":"https://github.com/charmbracelet/soft-serve#installation"},"arch/pacman":{"cmd":"sudo pacman -S soft-serve","reference":"https://github.com/jesseduffield/lazygit#arch-linux"},"kali/apt":{"cmd":"sudo mkdir -p /etc/apt/keyrings \\\n&& curl -fsSL https://repo.charm.sh/apt/gpg.key | sudo gpg --dearmor -o /etc/apt/keyrings/charm.gpg \\\n&& echo \"deb [signed-by=/etc/apt/keyrings/charm.gpg] https://repo.charm.sh/apt/ * *\" | sudo tee /etc/apt/sources.list.d/charm.list \\\n&& sudo apt update && sudo apt install soft-serve\n","reference":"https://github.com/charmbracelet/soft-serve#installation","dsnap":"soft-serve"},"fedora/dnf":{"cmd":"echo '[charm] \\\n&& name=Charm \\\n&& baseurl=https://repo.charm.sh/yum/ \\\n&& enabled=1 \\\n&& gpgcheck=1 \\\n&& gpgkey=https://repo.charm.sh/yum/gpg.key' | sudo tee /etc/yum.repos.d/charm.repo \\\n&& sudo yum install soft-serve\n","reference":"https://github.com/charmbracelet/soft-serve#installation","dsnap":"soft-serve"},"rhel/dnf":{"cmd":"echo '[charm] \\\n&& name=Charm \\\n&& baseurl=https://repo.charm.sh/yum/ \\\n&& enabled=1 \\\n&& gpgcheck=1 \\\n&& gpgkey=https://repo.charm.sh/yum/gpg.key' | sudo tee /etc/yum.repos.d/charm.repo \\\n&& sudo yum install soft-serve\n","reference":"https://github.com/charmbracelet/soft-serve#installation"},"raspbian/curl":{"cmd":"sudo mkdir -p /etc/apt/keyrings \\\n&& curl -fsSL https://repo.charm.sh/apt/gpg.key | sudo gpg --dearmor -o /etc/apt/keyrings/charm.gpg \\\n&& echo \"deb [signed-by=/etc/apt/keyrings/charm.gpg] https://repo.charm.sh/apt/ * *\" | sudo tee /etc/apt/sources.list.d/charm.list \\\n&& sudo apt update && sudo apt install soft-serve\n","reference":"https://github.com/charmbracelet/soft-serve#installation"},"nix/nixpkgs":{"cmd":"nix-env -iA nixpkgs.soft-serve","reference":"https://github.com/charmbracelet/soft-serve#installation"}}
goreleaser	scm-git-service	go	https://github.com/goreleaser/goreleaser	goreleaser 是 Go 项目的发布自动化工具	goreleaser is a release automation tool for Go projects	goreleaser	{"/x":{"cmd":"x pkg use goreleaser","reference":"https://x-cmd.com/install/"},"/asdf":{"cmd":"x asdf use goreleaser","reference":"https://github.com/kforsthoevel/asdf-goreleaser"},"/bash":{"cmd":"curl -sfL https://goreleaser.com/static/run | bash\n","reference":"https://goreleaser.com/install/#go-install"},"(win|wsl2)/scoop":{"cmd":"x scoop install goreleaser","reference":"https://scoop.sh/#/apps?q=goreleaser"},"/snap":{"cmd":"sudo snap install --classic goreleaser","reference":"https://goreleaser.com/install/#snapcraft"},"/apt":{"cmd":"echo 'deb [trusted=yes] https://repo.goreleaser.com/apt/ /' | sudo tee /etc/apt/sources.list.d/goreleaser.list\nsudo apt update\nsudo apt install goreleaser\n","reference":"https://goreleaser.com/install/#apt"},"/nix":{"cmd":"nix-env -iA goreleaser","reference":"https://goreleaser.com/install/#nix"},"/go":{"cmd":"go install github.com/goreleaser/goreleaser@latest","reference":"https://goreleaser.com/install/#go-install","dsnap":"github.com/goreleaser/goreleaser@latest"},"darwin/brew":{"cmd":"brew install goreleaser","reference":"https://formulae.brew.sh/formula/goreleaser#default"},"arch/yay":{"cmd":"yay -S goreleaser-bin","reference":"https://aur.archlinux.org/packages/goreleaser-bin"}}
act_runner	scm-git-service	Go	https://gitea.com/gitea/act_runner	运行 Gitea Actions	Gitea Actions runner	act_runner	{"/x":{"cmd":"x pkg use act_runner","reference":"https://x-cmd.com/install/"},"/build":{"cmd":"git clone https://gitea.com/gitea/act_runner.git &&\n  cd act_runner &&\n  make build\n","reference":"https://gitea.com/gitea/act_runner#installation"},"arch/yay":{"cmd":"yay -S act-runner-bin","reference":"https://aur.archlinux.org/packages/act-runner-bin"}}
gh	scm-git-service	go	https://cli.github.com/	GitHub 官方的命令行工具，用于在命令行界面中与 GitHub 进行交互	GitHub's official command line tool is used to interact with GitHub in the Command-line interface	gh	{"/x":{"cmd":"x pkg use gh","reference":"https://x-cmd.com/install/"},"darwin/brew":{"cmd":"brew install gh","reference":"https://formulae.brew.sh/formula/gh#default"},"darwin/port":{"cmd":"sudo port selfupdate && sudo port install gh","reference":"https://github.com/cli/cli#macports"},"(debian|ubuntu|raspberry)/apt":{"cmd":"(type -p wget >/dev/null || (sudo apt update && sudo apt-get install wget -y)) \\\n  && sudo mkdir -p -m 755 /etc/apt/keyrings \\\n  && wget -qO- https://cli.github.com/packages/githubcli-archive-keyring.gpg | sudo tee /etc/apt/keyrings/githubcli-archive-keyring.gpg > /dev/null \\\n  && sudo chmod go+r /etc/apt/keyrings/githubcli-archive-keyring.gpg \\\n  && echo \"deb [arch=$(dpkg --print-architecture) signed-by=/etc/apt/keyrings/githubcli-archive-keyring.gpg] https://cli.github.com/packages stable main\" | sudo tee /etc/apt/sources.list.d/github-cli.list > /dev/null \\\n  && sudo apt update \\\n  && sudo apt install gh -y\n","reference":"https://github.com/cli/cli/blob/trunk/docs/install_linux.md#debian-ubuntu-linux-raspberry-pi-os-apt"},"(fedora|centos|rhel)/dnf":{"cmd":"sudo dnf install gh","reference":"https://github.com/cli/cli/blob/trunk/docs/install_linux.md#fedora-centos-red-hat-enterprise-linux-dnf"},"alpine/apk":{"cmd":"sudo apk add github-cli","reference":"https://github.com/cli/cli/blob/trunk/docs/install_linux.md#alpine-linux"},"arch/pacman":{"cmd":"sudo pacman -S github-cli","reference":"https://github.com/cli/cli/blob/trunk/docs/install_linux.md#arch-linux"},"opensuse/zypper":{"cmd":"sudo zypper addrepo https://cli.github.com/packages/rpm/gh-cli.repo \\\n&& sudo zypper ref \\\n&& sudo zypper install gh\n","reference":"https://github.com/cli/cli/blob/trunk/docs/install_linux.md#opensusesuse-linux-zypper"},"(win|wsl2)/winget":{"cmd":"x winget install --id GitHub.cli","reference":"https://github.com/cli/cli#winget"},"(win|wsl2)/scoop":{"cmd":"x scoop install gh","reference":"https://github.com/cli/cli#scoop"},"(win|wsl2)/choco":{"cmd":"x choco install gh","reference":"https://github.com/cli/cli#chocolatey"},"freebsd/pkg":{"cmd":"pkg install gh","reference":"https://github.com/cli/cli/blob/trunk/docs/install_linux.md#freebsd"},"openbsd/pkg_add":{"cmd":"pkg_add github-cli","reference":"https://github.com/cli/cli/blob/trunk/docs/install_linux.md#openbsd"},"netbsd/pkgsrc":{"cmd":"pkgin install gh","reference":"https://github.com/cli/cli/blob/trunk/docs/install_linux.md#netbsdpkgsrc"},"(funtoo|gentoo)/emerge":{"cmd":"sudo emerge -av github-cli","reference":"https://github.com/cli/cli/blob/trunk/docs/install_linux.md#funtoo"},"kiss/kiss":{"cmd":"kiss b github-cli \\\n&& kiss i github-cli\n","reference":"https://github.com/cli/cli/blob/trunk/docs/install_linux.md#kiss-linux"},"nix/nixpkgs":{"cmd":"nix-env -iA nixos.gh","reference":"https://github.com/cli/cli/blob/trunk/docs/install_linux.md#nixnixos"},"void/xbps":{"cmd":"sudo xbps-install github-cli","reference":"https://github.com/cli/cli/blob/trunk/docs/install_linux.md#void-linux"}}
